bathrooms,bedrooms,city,city_region,description,living_areas,price,region,rooms,size,type_of_property,url
1,"(None,)",Raoued,Cité des Juges inRaoued,"Very nice property for sale. Price 550,000,000 TND. 3 rooms, 1 bathroom, area 458 m². 4 rooms. Less than 30 years. Equipped with a satellite dish and a reinforced door.This house is for sale in Cité des Juges. Green areas, Balcony. Modern decor with European living room.Schedule your visit to this exceptional house now. Equipped kitchen. Air conditioning system. Partial sea view.Close to all amenities: shops in 50 meters, school and secondary school in 400 meters, bookshop in 650 meters, pharmacy in 2.0 kilometers.","(None,)",550000000.0,Cité des Juges,"(4,)",458,house,https://www.mubawab.tn/en/a/7736496/house-for-sale-in-cit%C3%A9-des-juges-3-lovely-rooms-sea-view-and-reinforced-door-
1,"(None,)",,Ksar Hellal,"Don't miss out on this house for sale. Price 198,000 TND. 5 rooms, 1 bathroom, area 500 m². 8 rooms. Good condition. Terrace.This beautiful house is for sale .Nearby: schools, retailers and cafes and restaurants in less than 50 meters, station and transport in 200 meters, bookshop and hospitals in 850 meters, pharmacy in 900 meters, supermarket in 1.1 kilometer, large area in 1.2 kilometer.","(None,)",198000.0,Ksar Hellal,"(8,)",500,house,https://www.mubawab.tn/en/a/7721478/house-to-buy-surface-area-500-m%C2%B2-terrace-
"(None,)",4,,Ksar Hellal,"Come and visit this beautiful house for sale. Price 149,000 TND. 4 living areas, 2 private bathrooms, 500 m². 4 bedrooms. Due for reform.This house is for sale .Close to all amenities: schools, retailers and restaurants in less than 50 meters, station and transport in 200 meters, bookshop and hospitals in 850 meters, pharmacy in 900 meters, supermarket in 1.1 kilometer, department store in 1.2 kilometer.",4,149000.0,Ksar Hellal,"(None,)",500,house,https://www.mubawab.tn/en/a/7707254/beautiful-house-for-sale-4-beautiful-rooms-
2,"(None,)",La Marsa,La Marsa inLa Marsa,"Very nice property for sale. Price 1,800,000 TND. 8 rooms, 2 bathrooms, 539 m². 9 rooms. Good condition. Carpark, Balcony.This beautiful house is for sale in La Marsa. Fitted kitchen. Air-conditioned.Contact us to visit this house for sale. Central air conditioning.Nearby: department store in 2.8 kilometers, public transport in 2.9 kilometers, retailers in less than 50 meters, schools in 50 meters, cafes and restaurants in 100 meters, beach in 1.3 kilometer.","(None,)",1800000.0,La Marsa,"(9,)",539,house,https://www.mubawab.tn/en/a/7320559/find-your-house-to-buy-in-la-marsa-9-large-rooms-cellar-large-terrace-
1,2,,Kélibia,"Unique opportunity on this house for sale. Price 250,000 TND. 2 living areas, 1 bathroom, area 140 m². 2 bedrooms. New. Large terrace.Come and check out this house for sale .Nearby: school and secondary school in 100 meters, retailers and pharmacy in 150 meters, bookshop and cafes and restaurants in 200 meters, supermarket in 250 meters, station and public transport in 350 meters, hospitals in 500 meters, beach in 2.7 kilometers.",2,250000.0,Kélibia,"(None,)",140,house,https://www.mubawab.tn/en/a/7668503/find-your-house-to-buy-2-lovely-rooms-large-terrace-
1,"(None,)",,Kélibia,"Amazing deal on this house for sale. Price 180,000 TND. 2 rooms, 1 bathroom, area 200 m². 3 rooms. Less than 5 years. Large terrace.This house is for sale . In addition, a magnificent view of the mountains. In addition, a magnificent sea view.Close to all amenities: beach in 2.6 kilometers.","(None,)",180000.0,Kélibia,"(3,)",200,house,https://www.mubawab.tn/en/a/7736182/find-your-house-to-buy-area-200-m%C2%B2-excellent-sea-view-
1,2,,Kélibia,"Find out about this house for sale. Price 220,000 TND. 3 living areas, 1 bathroom, area 180 m². 2 bedrooms. New. Garden and terrace suitable for relaxation.This house is for sale . In addition, a magnificent sea view.Nearby: beach in 800 meters, shops and pharmacy in 1.7 kilometer, bookshop in 1.8 kilometer, schools in 2.3 kilometers.",3,220000.0,Kélibia,"(None,)",180,house,https://www.mubawab.tn/en/a/7736038/find-your-house-to-buy-small-area-180-m%C2%B2-beautiful-terrace-and-garden-
1,"(None,)",,Kélibia,"Get a great deal with this house for sale. Price 150,000 TND. 3 living areas, 1 bathroom, area 125 m². 2 rooms. Less than 5 years. Garden and terrace suitable for relaxation.This house is for sale .Close to all amenities: beach in 1.2 kilometer, shops in 1.7 kilometer, bookshop and pharmacy in 1.7 kilometer, school and secondary school in 2.2 kilometers.",3,150000.0,Kélibia,2,125,house,https://www.mubawab.tn/en/a/7736780/find-your-house-to-buy-surface-area-125-m%C2%B2-green-area-balcony-
2,"(None,)",Hammamet,Hammamet inHammamet,"Unique opportunity on this house for sale. Price 480,000 TND. 5 rooms, 2 bathrooms, area 158 m². 7 rooms. Good condition. In addition to a terrace, a carpark is at your disposal.This beautiful house is for sale in Hammamet, Hammamet. In addition, a magnificent sea view.Close to all amenities: schools and retailers in 100 meters, hospitals in 150 meters, bookshop and pharmacy in 200 meters, supermarket and commercial area in 300 meters, station and public transport in 500 meters, restaurants in 750 meters, beach in 800 meters, taxi in 900 meters.","(None,)",480000.0,Hammamet,"(7,)",158,house,https://www.mubawab.tn/en/a/7703158/house-for-sale-in-hammamet-5-beautiful-rooms-garage-and-terrace-
3,"(None,)",La Soukra,Chotrana 3 inLa Soukra,"Very nice property for sale. Price 940,000 TND. 4 rooms, 3 bathrooms, area 300 m². 9 rooms. Less than 1 year. Quiet surroundings with mountain view, central heating, reinforced door and double glazing.This house is for sale in Chotrana 3. Green area, Balcony. General satellite dish system, On site security.Contact us to visit this house for sale. Stove. Large swimming pool. Fitted kitchen.Nearby: schools and shops in less than 50 meters, bookshop and bars and restaurants in 50 meters, pharmacy in 800 meters, supermarket in 2.2 kilometers, large area in 2.4 kilometers, taxi in 2.9 kilometers.","(None,)",940000.0,Chotrana 3,"(9,)",300,house,https://www.mubawab.tn/en/a/7581860/find-your-house-to-buy-in-chotrana-3-total-area-300-m%C2%B2-balcony-
1,2,La Soukra,La Soukra inLa Soukra,"Come and visit this beautiful house for sale. Price 408,000 TND. 2 bedrooms, 1 bathroom, 191 m². 2 rooms. New. Equipped kitchen.Come and check out this house for sale in La Soukra, La Soukra.Close to all amenities: retailers in less than 50 meters, schools in 100 meters, pharmacy in 300 meters, department store in 900 meters, bookshop in 1.5 kilometer, bars and restaurants in 1.9 kilometer, supermarket in 2.0 kilometer, hospitals in 2.0 kilometers, beach in 2.3 kilometers, taxi in 2.5 kilometers, station and public transport in 2.9 kilometers.","(None,)",408000.0,La Soukra,2,191,house,https://www.mubawab.tn/en/a/7711262/home-to-buy-in-la-soukra-dimension-191-m%C2%B2-
1,"(None,)",Hammamet,Hammamet Nord inHammamet,"Seize the opportunity with this house for sale. Price 450,000 TND. 2 rooms, 1 bathroom, 387 m². 3 rooms. Good condition. Perfectly equipped with reinforced door, central heating and double glazing.This house is for sale in Hammamet Nord. Residence perfectly equipped and a carpark. You will also have a garden and a beautiful terrace. Many amenities including air conditioning. The residence also has a caretaker service.Schedule your visit to this exceptional house now. Equipped kitchen. Cooker with oven. Living room with European decor.Nearby: schools and shops in 100 meters, hospitals in 150 meters, bookshop and pharmacy in 200 meters, supermarket and large area in 300 meters, station and public transport in 500 meters, restaurants in 750 meters, beach in 800 meters.","(None,)",450000.0,Hammamet Nord,"(3,)",387,apartment,https://www.mubawab.tn/en/a/7721795/home-to-buy-in-hammamet-nord-2-lovely-rooms-parking-spaces-and-beautiful-garden-
1,3,,Raf Raf,"Very nice property for sale. Price 360,000 TND. 3 bedrooms, 1 bathroom, 450 m². 4 rooms. Good condition. Large swimming pool.Come and check out this house for sale . Gardeners.Close to all amenities: educational establishments in 1.1 kilometer, shops in 2.4 kilometers.","(None,)",360000.0,Raf Raf,4,450,house,https://www.mubawab.tn/en/a/7423732/find-your-house-to-buy-3-beautiful-rooms-gardeners-
2,3,Nabeul,Nabeul inNabeul,"Amazing deal on this house for sale. Price 420,000 TND. 3 bedrooms, 2 bathrooms, 250 m². 5 rooms. Less than 20 years. Integrated air conditioners.This house is for sale in Nabeul, Nabeul. Large terrace. Central heating.Close to all amenities: shops and pharmacy in 50 meters, school and secondary school in 200 meters, restaurants in 400 meters, bookshop in 650 meters, hospitals, station and public transport in 700 meters, supermarket in 750 meters, department store in 950 meters, beach in 1.7 kilometer.","(None,)",420000.0,Nabeul,5,250,house,https://www.mubawab.tn/en/a/7709526/house-for-sale-in-nabeul-3-rooms-air-conditioning-
1,2,Carthage,Carthage inCarthage,"Seize the opportunity with this house for sale. Price 1,300,000 TND. 3 living areas, 1 bathroom, 418 m². 2 bedrooms. Due for reform.This beautiful house is for sale in Carthage, Carthage.Nearby: shopping centre in 2.8 kilometers, school and secondary school in less than 50 meters, retailers in 100 meters, transport in 350 meters, restaurants in 450 meters, beach in 750 meters.",3,1300000.0,Carthage,"(None,)",418,house,https://www.mubawab.tn/en/a/7577739/house-for-sale-in-carthage-small-area-418-m%C2%B2-gardeners-
2,3,La Marsa,Cité des Juges inLa Marsa,"Seize the opportunity with this house for sale. Price 650,000 TND. 4 living areas, 2 bathrooms, area 170 m². 3 bedrooms. Less than 10 years. Floor type: Marble. The exterior consists of a garden and a terrace.This beautiful house is for sale in Cité des Juges. Comfort and security with caretaker service and air conditioning. Modern decor with European living room.Schedule your visit to this exceptional house now. Equipped kitchen. Air conditioned.Nearby: shops in less than 50 meters, schools and pharmacy in 50 meters, bookshop and bars and restaurants in 100 meters, hospitals in 300 meters, commercial area, station and public transport in 500 meters, supermarket in 1.0 kilometer, beach in 1.3 kilometer.",4,650000.0,Cité des Juges,"(None,)",170,house,https://www.mubawab.tn/en/a/7720858/house-to-buy-in-cit%C3%A9-des-juges-area-of-170-m%C2%B2-caretaker-and-air-conditioning-
2,"(None,)",Carthage,Carthage inCarthage,"Get a great deal with this house for sale. Price 2,250,000 TND. 3 rooms, 2 bathrooms, area 498 m². 4 rooms. Less than 20 years. Due for reform. Floor type: Tiled. You will have a terrace and a garden.Come and check out this house for sale in Carthage, Carthage.","(None,)",2250000.0,Carthage,"(4,)",498,house,https://www.mubawab.tn/en/a/7510500/house-for-sale-in-carthage-3-beautiful-rooms-garden-and-terrace-
2,3,Nabeul,Nabeul inNabeul,"Amazing deal on this house for sale. Price 445,000 TND. 3 bedrooms, 2 bathrooms, 250 m². 4 rooms. Good condition. Enjoy a beautiful garden. Also has a garage.This beautiful house is for sale in Nabeul. Built-in oven. On-site security.Contact us if you are interested in this house. Central air conditioning. Equipped kitchen. Integrated air conditioners.Nearby: shops, restaurants, station and public transport in 50 meters, school and secondary school and pharmacy in 100 meters, bookshop in 150 meters, shopping centre in 200 meters, supermarket in 300 meters, hospitals in 350 meters, beach in 750 meters.","(None,)",445000.0,Nabeul,4,250,house,https://www.mubawab.tn/en/a/7552094/very-nice-house-for-sale-in-nabeul-3-beautiful-rooms-garden-and-garage-
4,"(None,)",Carthage,Carthage inCarthage,"Amazing deal on this house for sale. Price 1,900,000 TND. 4 rooms, 4 bathrooms, 480 m². 6 rooms. Less than 20 years. Fully equipped kitchen.Come and check out this house for sale in Carthage, Carthage. Terrace.Close to all amenities: schools in less than 50 meters, shops in 100 meters, station and public transport in 350 meters, bookshop in 650 meters, supermarket and beach in 750 meters, pharmacy and department store in 800 meters, restaurants in 1.3 kilometer, hospitals in 2.5 kilometers.","(None,)",1900000.0,Carthage,"(6,)",480,house,https://www.mubawab.tn/en/a/7577048/house-for-sale-in-carthage-4-beautiful-rooms-beautiful-terrace-
4,5,Carthage,Carthage inCarthage,"Amazing deal on this house for sale. Price 4,500,000 TND. 9 living areas, 4 bathrooms, area 500 m². 5 bedrooms. New. Perfectly equipped with reinforced door and double glazing. Superb sea view and central heating.Come and check out this house for sale in Carthage. Enjoy a beautiful garden and a terrace. Also has a garage. Guaranteed security with surveillance. Satellite dish system.Contact us if you are interested in this house. Air conditioning system. Fully equipped kitchen.Nearby: commercial area in 2.8 kilometers, school and secondary school in less than 50 meters, retailers in 100 meters, public transport in 350 meters, restaurants in 450 meters, beach in 750 meters.",9,4500000.0,Carthage,"(None,)",500,house,https://www.mubawab.tn/en/a/7568953/house-for-sale-in-carthage-9-comfortable-rooms-parking-spaces-and-terrace-
2,"(None,)",El Hrairia,Cité Bouzaiene inEl Hrairia,"Find out about this house for sale. Price 490,000 TND. 4 rooms, 2 bathrooms, 430 m². 4 rooms. Less than 1 year. Floor type: Marble. Secured door, Centralised air conditioning.This house is for sale in Cité Bouzaiene. The exterior consists of a garden and a terrace. Satellite dish.Contact us if you are interested in this house. Fully equipped kitchen. Integrated air conditioning.","(None,)",490000.0,Cité Bouzaiene,"(4,)",430,house,https://www.mubawab.tn/en/a/7736504/house-for-sale-in-cit%C3%A9-bouzaiene-total-area-430-m%C2%B2-satellite-dish-and-reinforced-door-
"(None,)","(None,)",Hammamet,Hammamet inHammamet,,"(None,)",780000.0,Hammamet,"(None,)","(None,)",,https://www.mubawab.tn/en/a/7508771/house-to-buy-in-hammamet-4-lovely-rooms-quiet-sorroundings-with-mountain-view-central-heating-
1,2,,Kalâa Kebira,"Find out about this house for sale. Price 550,000 TND. 2 living areas, 1 bathroom, 600 m². 2 bedrooms. New. You will have a terrace and a garden.Come and check out this house for sale . Property with swimming pool, Integrated air conditioning. Central heating.Be the first to visit this house for sale.Nearby: shops in 50 meters, schools in 250 meters, bookshop in 300 meters, pharmacy in 550 meters, restaurants in 600 meters, supermarket in 900 meters, hospitals in 1.8 kilometer.",2,550000.0,Kalâa Kebira,"(None,)",600,house,https://www.mubawab.tn/en/a/7646460/home-to-buy-2-beautiful-rooms-air-conditioning-and-swimming-pool-
2,"(None,)",,Kalâa Kebira,"Seize the opportunity with this house for sale. Price 650,000 TND. 4 rooms, 2 bathrooms, 800 m². 3 rooms. New. Enjoy a magnificent view of the mountains with absolute peace and quiet with double glazed windows. Reinforced door with central heating.This house is for sale . Green area, Carpark, Balcony. Many amenities including air conditioning and swimming pool.Schedule your visit to this exceptional house now. Spacious European living room. Fitted kitchen.Nearby: shops in 50 meters, schools in 250 meters, bookshop in 300 meters, pharmacy in 550 meters, bars and restaurants in 600 meters, supermarket in 900 meters, hospitals in 1.8 kilometer.","(None,)",650000.0,Kalâa Kebira,"(4,)",800,house,https://www.mubawab.tn/en/a/7704514/home-to-buy-4-rooms-exceptional-mountain-view-robust-door-
